,0,1,2,3,4,5,6,7,8,9
0,0.3266669362771947,2.6427954802872686,1.0680791129044749,1.0587524561702049,1.8165525710391568,0.4090492566340236,1.0710221621856304,0.46697864534253286,1.8314887989738353,0.5489934695239407
1,1.137684360008423,3.0543930951467253,2.9384774809287637,2.184451402109737,2.168703652510044,3.4322535703634562,2.4314233014067295,1.1710915064922411,2.7005747657606127,1.9858479421012007
2,6.731878051152061,5.589005545833111,8.345261658528027,7.670782457418242,6.048779712656631,7.3702851533285605,6.6444777191761535,6.719774239990476,6.859442106615115,6.0827682404063195
3,16.70593124112008,18.202882525684526,16.178246862956755,17.276861999417893,17.475496895543902,16.252219566303356,17.514770511339396,16.280935949200796,15.758413404232872,15.615977613644693
4,35.42094879402913,36.481401802311936,34.36473137334888,36.92244215344828,37.436399964547725,35.75309968447404,34.23178708523174,36.16334017726163,34.25691485698756,35.76182149628231
5,58.36447694844662,57.9915163297686,59.423389907842044,57.38465451948338,58.450724141815236,61.83236288518242,59.92493546789203,60.380104629424885,58.30550486741944,58.85764450174186
6,80.67068766602027,81.31584703248112,82.40674659864668,81.89139486453895,81.82471638186,80.00498150900269,80.9013932635564,80.00412122654964,80.36222193306595,81.63999565822616
7,93.54684558598326,91.43048806670603,90.81968749669582,91.29027008738356,90.87953215502026,91.4658212484828,90.9297442910357,91.31588234760467,92.90794920985613,92.60035607874411
8,96.70619542142379,96.16527096603897,97.15229593080467,96.7975966643921,96.10451124922525,96.45816705543571,95.06855578946386,97.29582088333936,96.49100133339738,96.51265585490823
9,98.60712289146343,98.92175705669186,98.21163550942333,98.3592348341783,97.67415403788087,97.35923523727625,97.19824559593407,97.55219215226577,97.23573517897579,99.44486189749335
10,98.63720507138586,100.31401172710555,99.83464539081017,100.51513818399191,100.79734459589669,100.86096189593084,99.21776564868757,98.6776936390665,98.06197172950463,100.64831647997661
